ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-01-14,23.559785335159816,5.63029490806959,21.14692944006406,23.559785335159816,23.559785335159816,-10.089596464953436,-10.089596464953436,-10.089596464953436,-2.1139528913131875,-2.1139528913131875,-2.1139528913131875,-7.975643573640248,-7.975643573640248,-7.975643573640248,0.0,0.0,0.0,13.47018887020638
2015-01-15,23.564359284018263,7.832612507462102,22.71281153655856,23.564359284018263,23.564359284018263,-8.30959197471137,-8.30959197471137,-8.30959197471137,-0.3032852479993154,-0.3032852479993154,-0.3032852479993154,-8.006306726712056,-8.006306726712056,-8.006306726712056,0.0,0.0,0.0,15.254767309306892
2015-01-16,23.56893323287671,9.40363379528101,24.289489122766415,23.56893323287671,23.56893323287671,-6.2710102657168445,-6.2710102657168445,-6.2710102657168445,1.7503313120329889,1.7503313120329889,1.7503313120329889,-8.021341577749833,-8.021341577749833,-8.021341577749833,0.0,0.0,0.0,17.297922967159863
2015-01-17,23.57350718173516,11.355137227721032,26.939906426598686,23.57350718173516,23.57350718173516,-4.591664457176457,-4.591664457176457,-4.591664457176457,3.4283246998748114,3.4283246998748114,3.4283246998748114,-8.019989157051269,-8.019989157051269,-8.019989157051269,0.0,0.0,0.0,18.981842724558703
2015-01-18,23.578081130593606,11.857088677556298,27.863221551499898,23.578081130593606,23.578081130593606,-3.495893598201329,-3.495893598201329,-3.495893598201329,4.506004019544053,4.506004019544053,4.506004019544053,-8.001897617745382,-8.001897617745382,-8.001897617745382,0.0,0.0,0.0,20.082187532392275
2015-01-19,23.582655079452053,2.734881256016216,18.423971272125392,23.582655079452053,23.582655079452053,-13.22229250820914,-13.22229250820914,-13.22229250820914,-5.255168164749031,-5.255168164749031,-5.255168164749031,-7.96712434346011,-7.96712434346011,-7.96712434346011,0.0,0.0,0.0,10.360362571242913
2015-01-20,23.587229028310503,5.87302787779647,21.243640052672173,23.587229028310503,23.587229028310503,-9.928380242929649,-9.928380242929649,-9.928380242929649,-2.0122537273563563,-2.0122537273563563,-2.0122537273563563,-7.916126515573293,-7.916126515573293,-7.916126515573293,0.0,0.0,0.0,13.658848785380854
2015-01-21,23.59180297716895,6.047330429206958,21.316209582728796,23.59180297716895,23.59180297716895,-9.963693525393087,-9.963693525393087,-9.963693525393087,-2.113952891321225,-2.113952891321225,-2.113952891321225,-7.8497406340718605,-7.8497406340718605,-7.8497406340718605,0.0,0.0,0.0,13.628109451775863
2015-01-22,23.596376926027396,7.049832162842767,22.845899064080964,23.596376926027396,23.596376926027396,-8.072437030563536,-8.072437030563536,-8.072437030563536,-0.3032852480171199,-0.3032852480171199,-0.3032852480171199,-7.769151782546417,-7.769151782546417,-7.769151782546417,0.0,0.0,0.0,15.52393989546386
2015-01-23,23.600950874885843,9.720847468259388,25.54586090926351,23.600950874885843,23.600950874885843,-5.925522385855826,-5.925522385855826,-5.925522385855826,1.7503313120173807,1.7503313120173807,1.7503313120173807,-7.675853697873206,-7.675853697873206,-7.675853697873206,0.0,0.0,0.0,17.67542848903002
2015-01-24,23.60552482374429,12.56803190858087,27.393690973634545,23.60552482374429,23.60552482374429,-4.143276241743592,-4.143276241743592,-4.143276241743592,3.4283246998736656,3.4283246998736656,3.4283246998736656,-7.571600941617259,-7.571600941617259,-7.571600941617259,0.0,0.0,0.0,19.462248582000697
2015-01-25,23.61009877260274,13.028891269696057,28.439625143523568,23.61009877260274,23.61009877260274,-2.9523506474207317,-2.9523506474207317,-2.9523506474207317,4.5060040195464985,4.5060040195464985,4.5060040195464985,-7.45835466696723,-7.45835466696723,-7.45835466696723,0.0,0.0,0.0,20.657748125182007
2015-01-26,23.614672721461186,3.4312202578456974,18.658226097195968,23.614672721461186,23.614672721461186,-12.593391792054398,-12.593391792054398,-12.593391792054398,-5.255168164751829,-5.255168164751829,-5.255168164751829,-7.338223627302567,-7.338223627302567,-7.338223627302567,0.0,0.0,0.0,11.021280929406789
2015-01-27,23.619246670319633,6.744301768606845,22.98349241919341,23.619246670319633,23.619246670319633,-9.225655903896282,-9.225655903896282,-9.225655903896282,-2.012253727363375,-2.012253727363375,-2.012253727363375,-7.213402176532905,-7.213402176532905,-7.213402176532905,0.0,0.0,0.0,14.393590766423351
2015-01-28,23.623820619178083,6.482049126146283,22.242150961034316,23.623820619178083,23.623820619178083,-9.200059956388419,-9.200059956388419,-9.200059956388419,-2.113952891332713,-2.113952891332713,-2.113952891332713,-7.086107065055707,-7.086107065055707,-7.086107065055707,0.0,0.0,0.0,14.423760662789665
2015-01-29,23.62839456803653,8.237107138023529,23.837418153236584,23.62839456803653,23.62839456803653,-7.261800085644454,-7.261800085644454,-7.261800085644454,-0.30328524800595674,-0.30328524800595674,-0.30328524800595674,-6.958514837638497,-6.958514837638497,-6.958514837638497,0.0,0.0,0.0,16.366594482392074
2015-01-30,23.632968516894977,10.802109149321302,26.52899322956466,23.632968516894977,23.632968516894977,-5.082370279433746,-5.082370279433746,-5.082370279433746,1.7503313120233095,1.7503313120233095,1.7503313120233095,-6.832701591457056,-6.832701591457056,-6.832701591457056,0.0,0.0,0.0,18.55059823746123
2015-01-31,23.637542465753427,12.284155297711385,27.792887108950918,23.637542465753427,23.637542465753427,-3.2822620560528093,-3.2822620560528093,-3.2822620560528093,3.4283246998832597,3.4283246998832597,3.4283246998832597,-6.710586755936069,-6.710586755936069,-6.710586755936069,0.0,0.0,0.0,20.35528040970062
2015-02-01,23.64211641461187,14.416810482248476,29.557957964887986,23.64211641461187,23.64211641461187,-2.0878783947434596,-2.0878783947434596,-2.0878783947434596,4.506004019549646,4.506004019549646,4.506004019549646,-6.593882414293105,-6.593882414293105,-6.593882414293105,0.0,0.0,0.0,21.55423801986841
2015-02-02,23.646690363470316,4.207266991329376,20.21454248765817,23.646690363470316,23.646690363470316,-11.73921766917411,-11.73921766917411,-11.73921766917411,-5.255168164746273,-5.255168164746273,-5.255168164746273,-6.484049504427838,-6.484049504427838,-6.484049504427838,0.0,0.0,0.0,11.907472694296207
2015-02-03,23.651264312328767,8.009434539539404,23.121143119723726,23.651264312328767,23.651264312328767,-8.394515747027619,-8.394515747027619,-8.394515747027619,-2.012253727361073,-2.012253727361073,-2.012253727361073,-6.382262019666546,-6.382262019666546,-6.382262019666546,0.0,0.0,0.0,15.256748565301148
2015-02-04,23.655838261187213,6.790861858397525,23.220255449964988,23.655838261187213,23.655838261187213,-8.40333297579115,-8.40333297579115,-8.40333297579115,-2.113952891328722,-2.113952891328722,-2.113952891328722,-6.289380084462428,-6.289380084462428,-6.289380084462428,0.0,0.0,0.0,15.252505285396063
2015-02-05,23.66041221004566,9.295253481247787,24.918894117515173,23.66041221004566,23.66041221004566,-6.509217761789712,-6.509217761789712,-6.509217761789712,-0.30328524800921974,-0.30328524800921974,-0.30328524800921974,-6.205932513780492,-6.205932513780492,-6.205932513780492,0.0,0.0,0.0,17.15119444825595
2015-02-06,23.664986160714932,11.517521947543784,26.95269501997646,23.664986160714932,23.664986160714932,-4.3817778733141175,-4.3817778733141175,-4.3817778733141175,1.7503313120292374,1.7503313120292374,1.7503313120292374,-6.132109185343355,-6.132109185343355,-6.132109185343355,0.0,0.0,0.0,19.283208287400814
2015-02-07,23.669560111384204,13.165997729765294,28.778934095560636,23.669560111384204,23.669560111384204,-2.6394385693948674,-2.6394385693948674,-2.6394385693948674,3.4283246998713732,3.4283246998713732,3.4283246998713732,-6.067763269266241,-6.067763269266241,-6.067763269266241,0.0,0.0,0.0,21.030121541989338
2015-02-08,23.674134062053476,14.150598195058729,29.87437890357064,23.674134062053476,23.674134062053476,-1.5064190584228367,-1.5064190584228367,-1.5064190584228367,4.506004019563566,4.506004019563566,4.506004019563566,-6.012423077986402,-6.012423077986402,-6.012423077986402,0.0,0.0,0.0,22.16771500363064
2015-02-09,23.678708012722748,4.127499201016429,20.599360223707052,23.678708012722748,23.678708012722748,-11.22048119346266,-11.22048119346266,-11.22048119346266,-5.255168164750105,-5.255168164750105,-5.255168164750105,-5.965313028712554,-5.965313028712554,-5.965313028712554,0.0,0.0,0.0,12.458226819260087
2015-02-10,23.683281963392016,8.15757939451062,23.9262039273539,23.683281963392016,23.683281963392016,-7.937636685799896,-7.937636685799896,-7.937636685799896,-2.012253727360843,-2.012253727360843,-2.012253727360843,-5.925382958439053,-5.925382958439053,-5.925382958439053,0.0,0.0,0.0,15.74564527759212
2015-02-11,23.687855914061288,8.29670317154628,22.91199319027188,23.687855914061288,23.687855914061288,-8.005297696089618,-8.005297696089618,-8.005297696089618,-2.1139528913367602,-2.1139528913367602,-2.1139528913367602,-5.891344804752857,-5.891344804752857,-5.891344804752857,0.0,0.0,0.0,15.68255821797167
2015-02-12,23.69242986473056,9.98489937805832,24.594676083626553,23.69242986473056,23.69242986473056,-6.165000718352489,-6.165000718352489,-6.165000718352489,-0.3032852479980567,-0.3032852479980567,-0.3032852479980567,-5.861715470354431,-5.861715470354431,-5.861715470354431,0.0,0.0,0.0,17.527429146378072
2015-02-13,23.697003815399828,11.742118477260725,27.874772934230183,23.697003815399828,23.697003815399828,-4.084533218500684,-4.084533218500684,-4.084533218500684,1.7503313120275958,1.7503313120275958,1.7503313120275958,-5.83486453052828,-5.83486453052828,-5.83486453052828,0.0,0.0,0.0,19.612470596899144
2015-02-14,23.7015777660691,13.117359015728223,29.18022116769464,23.7015777660691,23.7015777660691,-2.3807406248808634,-2.3807406248808634,-2.3807406248808634,3.4283246998773915,3.4283246998773915,3.4283246998773915,-5.809065324758255,-5.809065324758255,-5.809065324758255,0.0,0.0,0.0,21.320837141188235
2015-02-15,23.706151716738372,14.565487140512005,30.11626700533193,23.706151716738372,23.706151716738372,-1.2765438795867812,-1.2765438795867812,-1.2765438795867812,4.506004019555238,4.506004019555238,4.506004019555238,-5.78254789914202,-5.78254789914202,-5.78254789914202,0.0,0.0,0.0,22.42960783715159
2015-02-16,23.710725667407644,4.7238496224930655,20.32514410329916,23.710725667407644,23.710725667407644,-11.008720401479913,-11.008720401479913,-11.008720401479913,-5.255168164752905,-5.255168164752905,-5.255168164752905,-5.753552236727007,-5.753552236727007,-5.753552236727007,0.0,0.0,0.0,12.702005265927731
2015-02-17,23.715299618076916,8.14702162721214,23.152496656529404,23.715299618076916,23.715299618076916,-7.732633956024332,-7.732633956024332,-7.732633956024332,-2.0122537273606125,-2.0122537273606125,-2.0122537273606125,-5.72038022866372,-5.72038022866372,-5.72038022866372,0.0,0.0,0.0,15.982665662052584
2015-02-18,23.719873568746184,8.374941054269446,23.441079151069516,23.719873568746184,23.719873568746184,-7.79539779036814,-7.79539779036814,-7.79539779036814,-2.11395289131561,-2.11395289131561,-2.11395289131561,-5.68144489905253,-5.68144489905253,-5.68144489905253,0.0,0.0,0.0,15.924475778378044
2015-02-19,23.724447519415456,10.365145597526357,25.51115228959177,23.724447519415456,23.724447519415456,-5.93860074631935,-5.93860074631935,-5.93860074631935,-0.3032852480158035,-0.3032852480158035,-0.3032852480158035,-5.635315498303547,-5.635315498303547,-5.635315498303547,0.0,0.0,0.0,17.785846773096104
2015-02-20,23.729021470084728,12.303753088708927,27.77639193938345,23.729021470084728,23.729021470084728,-3.8304259082006724,-3.8304259082006724,-3.8304259082006724,1.7503313120195578,1.7503313120195578,1.7503313120195578,-5.580757220220231,-5.580757220220231,-5.580757220220231,0.0,0.0,0.0,19.898595561884054
2015-02-21,23.733595420753996,14.201334421368133,29.575745124803973,23.733595420753996,23.733595420753996,-2.0884397724756054,-2.0884397724756054,-2.0884397724756054,3.428324699876245,3.428324699876245,3.428324699876245,-5.51676447235185,-5.51676447235185,-5.51676447235185,0.0,0.0,0.0,21.64515564827839
2015-02-22,23.73816937142327,15.31680739340578,30.67820829034798,23.73816937142327,23.73816937142327,-0.9365828124687743,-0.9365828124687743,-0.9365828124687743,4.5060040195469115,4.5060040195469115,4.5060040195469115,-5.442586832015686,-5.442586832015686,-5.442586832015686,0.0,0.0,0.0,22.801586558954497
2015-02-23,23.74274332209254,4.9296979948629245,21.066129632624605,23.74274332209254,23.74274332209254,-10.612915210252474,-10.612915210252474,-10.612915210252474,-5.255168164756738,-5.255168164756738,-5.255168164756738,-5.357747045495735,-5.357747045495735,-5.357747045495735,0.0,0.0,0.0,13.129828111840066
2015-02-24,23.747317272761812,8.496973772609689,24.34603236139947,23.747317272761812,23.747317272761812,-7.274304395987243,-7.274304395987243,-7.274304395987243,-2.012253727365561,-2.012253727365561,-2.012253727365561,-5.262050668621684,-5.262050668621684,-5.262050668621684,0.0,0.0,0.0,16.47301287677457
2015-02-25,23.751891223431084,8.124303133792976,23.872113869684053,23.751891223431084,23.751891223431084,-7.269540087312445,-7.269540087312445,-7.269540087312445,-2.113952891323647,-2.113952891323647,-2.113952891323647,-5.155587195988798,-5.155587195988798,-5.155587195988798,0.0,0.0,0.0,16.482351136118638
2015-02-26,23.756465174100352,10.390994495603106,26.16526288764358,23.756465174100352,23.756465174100352,-5.342008024298124,-5.342008024298124,-5.342008024298124,-0.3032852480046404,-0.3032852480046404,-0.3032852480046404,-5.038722776293484,-5.038722776293484,-5.038722776293484,0.0,0.0,0.0,18.414457149802228
2015-02-27,23.761039124769624,12.727854574609742,28.58583338564991,23.761039124769624,23.761039124769624,-3.1617535433189317,-3.1617535433189317,-3.1617535433189317,1.7503313120254864,1.7503313120254864,1.7503313120254864,-4.912084855344418,-4.912084855344418,-4.912084855344418,0.0,0.0,0.0,20.599285581450694
2015-02-28,23.765613075438896,15.181021978680352,29.953757789782653,23.765613075438896,23.765613075438896,-1.3482146194359546,-1.3482146194359546,-1.3482146194359546,3.4283246998750996,3.4283246998750996,3.4283246998750996,-4.776539319311054,-4.776539319311054,-4.776539319311054,0.0,0.0,0.0,22.417398456002942
2015-03-01,23.770187026108168,15.56858917668304,31.5592392592531,23.770187026108168,23.770187026108168,-0.1271569026362058,-0.1271569026362058,-0.1271569026362058,4.506004019560832,4.506004019560832,4.506004019560832,-4.633160922197037,-4.633160922197037,-4.633160922197037,0.0,0.0,0.0,23.643030123471963
2015-03-02,23.77476097677744,6.635965928615171,21.73534329044785,23.77476097677744,23.77476097677744,-9.738366132211603,-9.738366132211603,-9.738366132211603,-5.255168164750147,-5.255168164750147,-5.255168164750147,-4.483197967461456,-4.483197967461456,-4.483197967461456,0.0,0.0,0.0,14.036394844565837
2015-03-03,23.77933492744671,9.15243224632527,25.005116982405674,23.77933492744671,23.77933492744671,-6.340286096481007,-6.340286096481007,-6.340286096481007,-2.012253727358081,-2.012253727358081,-2.012253727358081,-4.328032369122925,-4.328032369122925,-4.328032369122925,0.0,0.0,0.0,17.439048830965703
2015-03-04,23.78390887811598,9.472686251892808,25.37564292984031,23.78390887811598,23.78390887811598,-6.283089229732194,-6.283089229732194,-6.283089229732194,-2.113952891319657,-2.113952891319657,-2.113952891319657,-4.169136338412537,-4.169136338412537,-4.169136338412537,0.0,0.0,0.0,17.500819648383786
2015-03-05,23.78848282878525,11.425661690429024,27.320472579588294,23.78848282878525,23.78848282878525,-4.311312273027621,-4.311312273027621,-4.311312273027621,-0.3032852479934773,-0.3032852479934773,-0.3032852479934773,-4.008027025034145,-4.008027025034145,-4.008027025034145,0.0,0.0,0.0,19.477170555757628
2015-03-06,23.79305677945452,14.115509403655624,29.331106584803184,23.79305677945452,23.79305677945452,-2.095889173346295,-2.095889173346295,-2.095889173346295,1.750331312017449,1.750331312017449,1.750331312017449,-3.8462204853637445,-3.8462204853637445,-3.8462204853637445,0.0,0.0,0.0,21.697167606108223
2015-03-07,23.797630730123796,15.43593605540353,31.25407908536434,23.797630730123796,23.797630730123796,-0.25686165282181894,-0.25686165282181894,-0.25686165282181894,3.428324699866799,3.428324699866799,3.428324699866799,-3.685186352688618,-3.685186352688618,-3.685186352688618,0.0,0.0,0.0,23.540769077301977
2015-03-08,23.802204680793064,17.178516519355124,33.04503342074106,23.802204680793064,23.802204680793064,0.9796994722816039,0.9796994722816039,0.9796994722816039,4.506004019552504,4.506004019552504,4.506004019552504,-3.5263045472709003,-3.5263045472709003,-3.5263045472709003,0.0,0.0,0.0,24.781904153074667
2015-03-09,23.806778631462336,6.836419801952769,23.624548068716436,23.806778631462336,23.806778631462336,-8.625993452883495,-8.625993452883495,-8.625993452883495,-5.2551681647539805,-5.2551681647539805,-5.2551681647539805,-3.370825288129515,-3.370825288129515,-3.370825288129515,0.0,0.0,0.0,15.18078517857884
2015-03-10,23.811352582131608,11.03469364480209,26.83466706581592,23.811352582131608,23.811352582131608,-5.232087283996075,-5.232087283996075,-5.232087283996075,-2.012253727357851,-2.012253727357851,-2.012253727357851,-3.219833556638224,-3.219833556638224,-3.219833556638224,0.0,0.0,0.0,18.57926529813553
2015-03-11,23.815926532800876,10.951384570314392,25.684844278046867,23.815926532800876,23.815926532800876,-5.188171909309583,-5.188171909309583,-5.188171909309583,-2.1139528913276946,-2.1139528913276946,-2.1139528913276946,-3.0742190179818882,-3.0742190179818882,-3.0742190179818882,0.0,0.0,0.0,18.627754623491292
2015-03-12,23.82050048347015,12.77750363791175,27.863217483345583,23.82050048347015,23.82050048347015,-3.2379374827708167,-3.2379374827708167,-3.2379374827708167,-0.30328524801122414,-0.30328524801122414,-0.30328524801122414,-2.9346522347595925,-2.9346522347595925,-2.9346522347595925,0.0,0.0,0.0,20.58256300069933
2015-03-13,23.825074436398946,15.066551233162558,30.52269913198255,23.825074436398946,23.825074436398946,-1.051236500826055,-1.051236500826055,-1.051236500826055,1.7503313120297728,1.7503313120297728,1.7503313120297728,-2.8015678128558275,-2.8015678128558275,-2.8015678128558275,0.0,0.0,0.0,22.773837935572892
2015-03-14,23.829648389327744,16.751752891876446,32.53317920384254,23.829648389327744,23.829648389327744,0.7531697908564197,0.7531697908564197,0.7531697908564197,3.428324699865654,3.428324699865654,3.428324699865654,-2.675154909009234,-2.675154909009234,-2.675154909009234,0.0,0.0,0.0,24.582818180184162
2015-03-15,23.83422234225654,18.04351215579339,33.26136304113874,23.83422234225654,23.83422234225654,1.9506487109206208,1.9506487109206208,1.9506487109206208,4.506004019549564,4.506004019549564,4.506004019549564,-2.555355308628943,-2.555355308628943,-2.555355308628943,0.0,0.0,0.0,25.78487105317716
2015-03-16,23.83879629518534,8.384023672308237,23.935697758527525,23.83879629518534,23.83879629518534,-7.697037222584306,-7.697037222584306,-7.697037222584306,-5.255168164757814,-5.255168164757814,-5.255168164757814,-2.441869057826493,-2.441869057826493,-2.441869057826493,0.0,0.0,0.0,16.141759072601033
2015-03-17,23.843370248114134,11.543855576899515,26.926164611239965,23.843370248114134,23.843370248114134,-4.346421139311115,-4.346421139311115,-4.346421139311115,-2.012253727367976,-2.012253727367976,-2.012253727367976,-2.3341674119431386,-2.3341674119431386,-2.3341674119431386,0.0,0.0,0.0,19.49694910880302
2015-03-18,23.847944201042935,11.984380931407715,26.955978526154205,23.847944201042935,23.847944201042935,-4.345465541782547,-4.345465541782547,-4.345465541782547,-2.1139528913271537,-2.1139528913271537,-2.1139528913271537,-2.231512650455393,-2.231512650455393,-2.231512650455393,0.0,0.0,0.0,19.50247865926039
2015-03-19,23.85251815397173,13.581258925337925,29.603871462052854,23.85251815397173,23.85251815397173,-2.436269359115969,-2.436269359115969,-2.436269359115969,-0.30328524800006096,-0.30328524800006096,-0.30328524800006096,-2.132984111115908,-2.132984111115908,-2.132984111115908,0.0,0.0,0.0,21.41624879485576
2015-03-20,23.857092106900527,15.994216281732914,30.909579601409526,23.857092106900527,23.857092106900527,-0.2871783080376827,-0.2871783080376827,-0.2871783080376827,1.7503313120217352,1.7503313120217352,1.7503313120217352,-2.037509620059418,-2.037509620059418,-2.037509620059418,0.0,0.0,0.0,23.569913798862846
2015-03-21,23.861666059829325,18.2118595762825,33.102018589015245,23.861666059829325,23.861666059829325,1.4844233555542665,1.4844233555542665,1.4844233555542665,3.428324699864507,3.428324699864507,3.428324699864507,-1.9439013443102406,-1.9439013443102406,-1.9439013443102406,0.0,0.0,0.0,25.34608941538359
2015-03-22,23.866240012758123,18.91288215495026,34.30295280289262,23.866240012758123,23.866240012758123,2.655109046829961,2.655109046829961,2.655109046829961,4.506004019541236,4.506004019541236,4.506004019541236,-1.8508949727112753,-1.8508949727112753,-1.8508949727112753,0.0,0.0,0.0,26.521349059588083
2015-03-23,23.87081396568692,8.572802519822002,24.336498202770237,23.87081396568692,23.87081396568692,-7.012359208693464,-7.012359208693464,-7.012359208693464,-5.255168164751223,-5.255168164751223,-5.255168164751223,-1.7571910439422416,-1.7571910439422416,-1.7571910439422416,0.0,0.0,0.0,16.858454756993456
2015-03-24,23.87538791861572,12.873859834499465,28.661424868911165,23.87538791861572,23.87538791861572,-3.6737509155855683,-3.6737509155855683,-3.6737509155855683,-2.0122537273749947,-2.0122537273749947,-2.0122537273749947,-1.6614971882105738,-1.6614971882105738,-1.6614971882105738,0.0,0.0,0.0,20.20163700303015
2015-03-25,23.879961871544516,12.531012633276042,28.609044033910564,23.879961871544516,23.879961871544516,-3.6765229247750186,-3.6765229247750186,-3.6765229247750186,-2.1139528913231627,-2.1139528913231627,-2.1139528913231627,-1.562570033451856,-1.562570033451856,-1.562570033451856,0.0,0.0,0.0,20.2034389467695
2015-03-26,23.884535824473314,14.696195241234465,30.419140379625265,23.884535824473314,23.884535824473314,-1.7625407956260644,-1.7625407956260644,-1.7625407956260644,-0.303285248003324,-0.303285248003324,-0.303285248003324,-1.4592555476227402,-1.4592555476227402,-1.4592555476227402,0.0,0.0,0.0,22.121995028847248
2015-03-27,23.88910977740211,16.659904575871895,32.50407171863839,23.88910977740211,23.88910977740211,0.3998046672143248,0.3998046672143248,0.3998046672143248,1.7503313120136974,1.7503313120136974,1.7503313120136974,-1.3505266447993727,-1.3505266447993727,-1.3505266447993727,0.0,0.0,0.0,24.288914444616434
2015-03-28,23.89368373033091,18.637545692155882,33.86225248920812,23.89368373033091,23.89368373033091,2.1928077274639355,2.1928077274639355,2.1928077274639355,3.428324699870525,3.428324699870525,3.428324699870525,-1.2355169724065902,-1.2355169724065902,-1.2355169724065902,0.0,0.0,0.0,26.086491457794846
2015-03-29,23.898257683259704,19.00053693546421,34.910847468595236,23.898257683259704,23.898257683259704,3.3924541025931463,3.3924541025931463,3.3924541025931463,4.50600401954977,4.50600401954977,4.50600401954977,-1.1135499169566236,-1.1135499169566236,-1.1135499169566236,0.0,0.0,0.0,27.29071178585285
2015-03-30,23.902831636188505,9.46000988237359,25.482639068931444,23.902831636188505,23.902831636188505,-6.239330177137758,-6.239330177137758,-6.239330177137758,-5.255168164755056,-5.255168164755056,-5.255168164755056,-0.984162012382702,-0.984162012382702,-0.984162012382702,0.0,0.0,0.0,17.66350145905075
2015-03-31,23.9074055891173,13.045539659276336,28.479093142196056,23.9074055891173,23.9074055891173,-2.8593738312641497,-2.8593738312641497,-2.8593738312641497,-2.0122537273675163,-2.0122537273675163,-2.0122537273675163,-0.8471201038966336,-0.8471201038966336,-0.8471201038966336,0.0,0.0,0.0,21.04803175785315
2015-04-01,23.911979542046097,13.33458316917821,28.856146510027262,23.911979542046097,23.911979542046097,-2.8163846973943985,-2.8163846973943985,-2.8163846973943985,-2.113952891319172,-2.113952891319172,-2.113952891319172,-0.7024318060752264,-0.7024318060752264,-0.7024318060752264,0.0,0.0,0.0,21.0955948446517
